ds,yhat,yhat_lower,yhat_upper
2024-05-27,3700.500164574045,3507.1494113432077,3910.909615388379
2024-05-28,3695.720434108477,3518.7587497812087,3885.1647897868093
2024-05-29,3739.883170231001,3559.6384245989602,3928.2815088982416
2024-05-30,3759.6246084471795,3567.857977056028,3947.9252952104757
2024-05-31,3778.404392499611,3592.8613386664038,3962.1573560545194
2024-06-01,3805.5702151985333,3616.463321863996,3991.314766496253
2024-06-02,3824.8482585352453,3635.817016571429,4001.0131263588482
2024-06-03,3864.537977702902,3681.246896367312,4060.2790625871803
2024-06-04,3830.905596052403,3643.6326510244653,4021.207633432941
2024-06-05,3844.371672602344,3660.2563953345048,4026.3640572064005
2024-06-06,3831.9893574558373,3638.5817163739634,4012.318595135268
2024-06-07,3817.6695254971974,3623.081646806309,3998.1488803989255
2024-06-08,3811.2381253442127,3641.4504038587374,4007.5614405281417
2024-06-09,3796.91849939073,3621.3996174640984,3986.4594674606383
2024-06-10,3803.517365727251,3612.934835504363,3978.702483408517
2024-06-11,3737.808997036569,3549.9789876498025,3915.6308011110405
2024-06-12,3720.7131456852876,3529.225758598334,3901.057908914265
2024-06-13,3679.763532949324,3503.0583977945557,3875.5886981566414
2024-06-14,3639.3233055943965,3448.888254004621,3835.505607574448
2024-06-15,3609.6330159158288,3421.9399796439902,3804.6100280294295
2024-06-16,3575.2840993954514,3385.4097668289323,3772.1008705959707
2024-06-17,3565.396754529539,3386.40334036287,3747.8787409421825
2024-06-18,3486.996962526992,3301.4520989288176,3672.3859032234336
2024-06-19,3461.1883824639867,3282.5631947845573,3656.8952354567086
2024-06-20,3415.616104685402,3225.7521608636166,3601.231148560127
2024-06-21,3374.6788046228457,3198.1279587648137,3558.9312186984507
2024-06-22,3348.5749609211325,3146.8498910747503,3543.002601362234
2024-06-23,3321.7761869145347,3149.136051417219,3511.618826229165
2024-06-24,3323.2066174982974,3145.7137250137657,3515.745045519153
2024-06-25,3259.623088325434,3075.980398110721,3442.5361781354864
2024-06-26,3251.791803397453,3070.060692879155,3433.698260203219
2024-06-27,3226.958393531177,3023.1453648716897,3415.5943136782003
2024-06-28,3209.06779162933,3033.2861585696205,3403.8935123376723
2024-06-29,3207.8194349240507,3012.4408617801605,3401.3788612773265
2024-06-30,3207.150657381409,3031.721435692642,3413.3740879172324
2024-07-01,3235.4269996352073,3047.0901930708114,3427.7859171670634
2024-07-02,3198.8339349281755,2997.6206660863363,3395.865071011259
2024-07-03,3217.565449727636,3022.6048640319455,3404.132414911704
2024-07-04,3218.306113477029,3032.819636842792,3416.2789116642734
2024-07-05,3224.462787595355,3039.4331797441496,3410.7279165161776
2024-07-06,3245.2312107062285,3052.995100796613,3434.3120800702654
2024-07-07,3264.090057678475,3073.7133110508394,3453.8782316645197
2024-07-08,3309.00094827372,3126.7669760985755,3505.0813411963513
2024-07-09,3285.8086743396398,3106.495375873725,3472.33342574633
2024-07-10,3314.4368809923126,3140.779514141843,3515.4364314732416
2024-07-11,3321.375665685004,3142.9133644634408,3515.781846670676
2024-07-12,3329.9171115662302,3139.1069126993475,3516.71039298192
2024-07-13,3349.223899019755,3156.3491698217813,3542.8606881239116
2024-07-14,3362.8235427611576,3181.0266199491703,3545.7176347262093
2024-07-15,3398.806725521409,3212.8360772472597,3590.11258761693
2024-07-16,3363.2240366441274,3174.7678299628897,3542.784908540021
2024-07-17,3376.276435475832,3172.222313810741,3563.550385658273
2024-07-18,3364.7960300228333,3179.2422353126317,3557.8761982938177
2024-07-19,3352.4733531973375,3168.0686389917305,3551.915481280544
2024-07-20,3348.9164819689477,3165.852375252388,3544.156930850923
2024-07-21,3338.134778255372,3156.3106403438105,3527.40728728878
2024-07-22,3348.725978733347,3161.929688830047,3543.5405132226247
2024-07-23,3287.2612159779897,3099.0573178741533,3474.4503101699133
2024-07-24,3274.463575977202,3093.5501875915324,3453.807401915828
2024-07-25,3237.6770714395734,3054.86921067132,3427.901400808398
2024-07-26,3201.0824986757702,3011.5429682404238,3390.9222984008975
2024-07-27,3174.74579774776,2983.9301388208264,3364.496907229054
2024-07-28,3143.091951501026,2957.543059293758,3324.1326887452797
2024-07-29,3135.083382786456,2946.324968314879,3330.026179192294
2024-07-30,3057.597634289024,2877.244217908166,3248.2132607381573
2024-07-31,3031.600101826181,2857.4614649609384,3235.4562155136705
2024-08-01,2984.6088285337282,2795.1738356708165,3169.6893957661723
2024-08-02,2940.907910587162,2754.9630499766395,3130.1510302755746
2024-08-03,2910.595174097596,2709.5792613847607,3096.4000621685495
2024-08-04,2878.0571524906245,2682.6515164014613,3077.16393522352
2024-08-05,2872.1502723895896,2693.8638674702033,3069.1348389546174
2024-08-06,2799.582937497403,2612.1678414216303,2984.168379858359
2024-08-07,2781.0941463871554,2596.2890748787786,2970.4147285488143
2024-08-08,2743.925477957246,2551.048092268417,2933.6409709885343
2024-08-09,2712.0427918072855,2528.3760342271016,2890.098472661731
2024-08-10,2695.193071552413,2514.590156249081,2879.5690396472964
2024-08-11,2677.389189083718,2490.2166805410934,2861.914688372044
2024-08-12,2687.1012336557083,2499.562055017203,2879.9303771213986
2024-08-13,2630.648824172621,2441.533022312743,2800.5769643574754
2024-08-14,2628.3897711792497,2435.91818428801,2819.286127836007
2024-08-15,2607.2016609670372,2408.8953757582435,2780.7942284341475
2024-08-16,2590.712463008729,2406.231506217186,2780.86385388579
2024-08-17,2588.3653643676103,2399.6011048217065,2790.3854475839116
2024-08-18,2583.9104125407175,2399.7360071795256,2774.311698152448
2024-08-19,2605.6014460755623,2417.438098999539,2786.6015032358855
2024-08-20,2559.5926043555855,2383.9637540034837,2745.9486383476055
2024-08-21,2566.1296953079645,2368.208140678255,2756.3676031467285
2024-08-22,2552.0329475835447,2365.3684711487717,2741.2217729350937
2024-08-23,2540.92724617339,2353.3125752029414,2731.4877205122007
2024-08-24,2542.305092539813,2359.956727294454,2732.6825357072566
2024-08-25,2540.014952313015,2347.3814334656054,2731.5666322802304
2024-08-26,2562.4535869937727,2384.2987067380272,2761.4805046019933
2024-08-27,2515.956813581132,2338.163646628705,2706.770232945829
2024-08-28,2520.9841530405606,2334.4884825592976,2714.724471602814
2024-08-29,2504.594100899141,2335.235896574178,2688.2558015652467
2024-08-30,2490.66634301768,2313.3331606809497,2682.9930173620605
2024-08-31,2488.9563961810327,2290.8052929237433,2669.6646306556404
2024-09-01,2483.5755768090453,2298.6244317055457,2662.6806478613066
2024-09-02,2503.1751352581623,2317.547382425889,2701.1000792071286
2024-09-03,2454.3292317070145,2270.1744194870016,2648.580083746776
2024-09-04,2457.7124305673087,2265.748009394289,2656.120881899466
2024-09-05,2440.568643653101,2252.339457213904,2635.6585247955923
2024-09-06,2426.9280146032943,2247.5449699293786,2623.091942751392
2024-09-07,2426.657363485761,2251.603177928917,2616.394024405726
2024-09-08,2423.937199766421,2237.2131229412034,2604.6853492874407
2024-09-09,2447.444209170371,2258.184764593147,2638.0205994450284
2024-09-10,2403.7339195087757,2219.980700925351,2581.807992668525
2024-09-11,2413.4192139530455,2221.6113551981807,2604.766009018789
2024-09-12,2403.6415735886617,2226.915695663781,2598.8254783057832
2024-09-13,2398.2914582850117,2206.9074466159977,2578.167085105385
2024-09-14,2407.0633271324587,2226.895478805151,2589.894635345636
2024-09-15,2413.9381598394802,2218.2789095552816,2604.5883414939785
2024-09-16,2447.3722110006297,2271.114040568114,2633.3214679430025
2024-09-17,2413.6865107763906,2226.0750279485437,2601.862853074391
2024-09-18,2433.2525731577994,2244.0254677403213,2606.884986933269
2024-09-19,2432.9709788926957,2249.0208563565047,2629.5548759832327
2024-09-20,2436.49902550356,2247.1702084349695,2636.301621430965
2024-09-21,2453.3127337122714,2260.486939171902,2638.9595167528064
2024-09-22,2467.19586979682,2283.899987422751,2647.248736188434
2024-09-23,2506.434531931746,2318.335391404031,2690.3223960323626
2024-09-24,2477.211649782964,2288.530572100834,2667.1727737718693
2024-09-25,2499.7967220415103,2317.906856560059,2691.9702610575173
2024-09-26,2501.027351716615,2307.935156044578,2700.668310692665
2024-09-27,2504.538697793342,2313.1023649796866,2705.8640429060288
2024-09-28,2519.826091988629,2332.113499122073,2706.9362873078044
2024-09-29,2530.7334767836,2343.5763011808303,2725.54343900939
2024-09-30,2565.6462432413905,2373.993216563023,2758.261120974778
2024-10-01,2530.882882762019,2338.050738130608,2725.9103687014763
2024-10-02,2546.8808738561715,2360.274000902277,2729.4670217956277
2024-10-03,2540.673488662853,2349.074847479383,2729.59750731279
2024-10-04,2536.1137865840756,2345.1658974625298,2721.748323209043
2024-10-05,2542.9312136149474,2363.5802953300413,2736.735755477539
2024-10-06,2545.213646041125,2365.898153022399,2718.4867988365636
2024-10-07,2571.5936497737093,2383.2614646937564,2759.082998411909
2024-10-08,2528.633564260513,2329.225042759123,2712.7543897938854
2024-10-09,2537.0050250830373,2347.626476198229,2723.963170492987
2024-10-10,2523.959792929269,2346.957300105672,2720.388617254978
2024-10-11,2513.548326231744,2331.5967567551575,2685.9727591037276
2024-10-12,2515.6716664616083,2330.2365142736276,2705.732924186316
2024-10-13,2514.5596017838025,2320.141671608163,2696.823226958971
2024-10-14,2538.9539802381187,2352.262541205429,2735.653411829236
2024-10-15,2495.4918518609616,2311.5719355218707,2681.827531241735
2024-10-16,2504.8840915831183,2304.8994252893717,2695.418442068333
2024-10-17,2494.386377182521,2310.7959622981143,2672.8229306854755
2024-10-18,2488.0189326818954,2296.2659647621667,2679.3340954295636
2024-10-19,2495.620548431771,2302.242193000833,2670.5309335695256
2024-10-20,2501.32975644256,2326.7012528468676,2699.6433373538575
2024-10-21,2533.771918986359,2359.1427958928884,2716.201849335002
2024-10-22,2499.446773908833,2322.0834224516693,2686.9659900733654
2024-10-23,2518.911934709733,2314.5293025113097,2710.8104173706124
2024-10-24,2519.2590526946155,2335.8194368178742,2702.094897429492
2024-10-25,2524.338876906215,2338.0963092368543,2707.812887686516
2024-10-26,2543.8205462179203,2352.353507118838,2731.791122199605
2024-10-27,2561.6778188673024,2374.3358997054033,2754.4590760511387
2024-10-28,2606.380832887101,2430.8111966955657,2800.3519911658664
2024-10-29,2584.287790820149,2408.6741457687244,2776.5632642265973
2024-10-30,2615.831935405472,2426.107499099048,2800.421775602979
2024-10-31,2628.0004153537293,2430.235889192915,2806.9793889170073
2024-11-01,2644.5611952299178,2452.127352305207,2815.5176586400003
2024-11-02,2675.1232912437636,2469.6171635963165,2846.794085201366
2024-11-03,2703.623016421257,2514.8688161645887,2908.8393758482266
2024-11-04,2758.5148383077717,2575.4970644061273,2949.4827077872246
2024-11-05,2746.1612834944217,2558.975692654579,2922.559589121882
2024-11-06,2787.017326500263,2600.5348944040807,2981.0604387094522
2024-11-07,2808.1059607113134,2625.9086441888953,3003.8739511008207
