ds,yhat,yhat_lower,yhat_upper
2024-01-01,0.09418169555094247,0.07535816043681252,0.11412687650564673
2024-01-02,0.08890406692892922,0.07049089338262535,0.10768991877807418
2024-01-03,0.08692927088983311,0.06767937201630067,0.10628355740470939
2024-01-04,0.08284664047448677,0.062406041952722834,0.10275762657710936
2024-01-05,0.08206776422315142,0.06240857713359266,0.10241034678290052
2024-01-06,0.08175098020944083,0.060926798480357605,0.10070442571375053
2024-01-07,0.08186954242647734,0.06252693970335953,0.103130866043799
2024-01-08,0.0812752664445314,0.06295560271375743,0.09930535093629356
2024-01-09,0.07825175564110626,0.05805746590269855,0.09711075292460834
2024-01-10,0.07844816920415508,0.058465817745177014,0.09772206587623991
2024-01-11,0.07642834348249747,0.056581969403313254,0.09723458904251357
2024-01-12,0.07757943239034826,0.057193203175099204,0.0974671761687491
2024-01-13,0.07903692765691761,0.05965360939488319,0.09923436449583524
2024-01-14,0.08075335916506489,0.05965703548651413,0.10114600573785071
2024-01-15,0.08156246557967987,0.06338864267857419,0.09972684261932566
2024-01-16,0.07973291933204729,0.060660290293999795,0.09888903752501067
2024-01-17,0.08090255000191086,0.0603554051404983,0.100448881247004
2024-01-18,0.07962786113144904,0.05886818996285047,0.09829198134491665
2024-01-19,0.0812929908344248,0.06163399333337816,0.10003378659310966
2024-01-20,0.08303496337112574,0.06488286772063781,0.1031053623059007
2024-01-21,0.0848125205235438,0.0653838217983913,0.10451951488819824
2024-01-22,0.08547031419149692,0.06619117788210963,0.1053390077905912
2024-01-23,0.0832925384921145,0.0638453003535543,0.1031514684227402
2024-01-24,0.08393694284820984,0.062812498425846,0.10267178406712288
2024-01-25,0.08198402196647184,0.06294449287393195,0.10184307199152544
2024-01-26,0.08284553739097829,0.0626062924440866,0.10176379814440475
2024-01-27,0.08368922557456168,0.06295430013074196,0.10353224956191416
2024-01-28,0.08450699231627799,0.06405936784129806,0.10369601661324857
2024-01-29,0.08417838904329816,0.06469264208730105,0.10274515286302349
2024-01-30,0.08102346593718047,0.05959783245150057,0.09882791668045778
2024-01-31,0.08073596234223086,0.060961707834038516,0.09974441726311112
2024-02-01,0.07793165102855286,0.05817630417423687,0.0986135840101794
2024-02-02,0.07805601282737754,0.058194087117014036,0.09801760019537498
2024-02-03,0.07830811892486728,0.05926679173977777,0.09820155867781839
2024-02-04,0.07870804293456884,0.05900415644874592,0.09830350332413608
2024-02-05,0.07815961972531779,0.060039948406103445,0.09844586237443305
2024-02-06,0.07500266615534766,0.055648198164208525,0.09450761739406541
2024-02-07,0.07494564216166441,0.055581032413704705,0.0948061850707376
2024-02-08,0.0726135846386613,0.05253924432388112,0.09131755461129515
2024-02-09,0.07345550295320193,0.053279312340776534,0.0922182327296771
2024-02-10,0.07466812267641025,0.054633903236362115,0.09273205518850423
2024-02-11,0.07626330506475112,0.056599296452075225,0.09695233759846496
2024-02-12,0.07713096077569445,0.057886445981310694,0.09649530102712355
2024-02-13,0.07559157043074317,0.05703318439893163,0.09709340066224459
2024-02-14,0.07732928409499282,0.057629893893552,0.09685898124789996
2024-02-15,0.07694042148673275,0.0581514000798846,0.09717640034714634
2024-02-16,0.07984154805360548,0.05946761085883919,0.10034788965106504
2024-02-17,0.08319399615555836,0.062105386226663416,0.10246111414626441
2024-02-18,0.0869721389221545,0.0670657221987103,0.10626112470136435
2024-02-19,0.09002721296415163,0.07074597119293488,0.10959035174437942
2024-02-20,0.09064077876318537,0.07230144032211579,0.10893914203927489
2024-02-21,0.0944587658230979,0.07434500421571796,0.11393380816207294
2024-02-22,0.09604089927830477,0.07671326965020306,0.11555494449644943
2024-02-23,0.10076965832696554,0.08150412118484374,0.12237576759228867
2024-02-24,0.10577561208175591,0.08664678037097776,0.1244848987519743
2024-02-25,0.11100641852866915,0.09221775177695965,0.13030788985298236
2024-02-26,0.1152912633644814,0.09558651294863116,0.1348283989529283
2024-02-27,0.11689481092879397,0.09701624001088488,0.13478996722549194
2024-02-28,0.12145160135726064,0.10188249208034245,0.14082660413885584
2024-02-29,0.1235156813578333,0.10337369389482104,0.14265182031344992
2024-03-01,0.12846961380091337,0.10938457473809746,0.1461883116726822
2024-03-02,0.13344971086943214,0.11336838404859631,0.153213846152802
2024-03-03,0.13841477977121036,0.11840339199281177,0.15880474902364267
2024-03-04,0.14221016538762216,0.12229010315115596,0.1623340145211937
2024-03-05,0.14312117363282834,0.12299909771892081,0.16270708805990003
